#,Add I,POS I,Component I,POS II,Component II,Add II
1859,,adj,quantitative,n,analysis,
1860,,adj,quantitative,n,approach,
1861,,adj,quantitative,n,data,
1862,,adj,quantitative,n,method,
1863,,adj,quantitative,n,research,
1864,,adj,quantitative,n,result,
1865,,adj,quantitative,n,study,
1866,,adj,racial,n,difference,
1867,,adj,racial,n,discrimination,
1868,,adj,racial,n,equality,
1869,,adj,racial,n,group,
1870,,adj,racial,n,stereotype,
1871,,adj,radical,n,change,
1872,,adj,radical,n,critique,
1873,,adj,radical,n,difference,
1874,,adj,radical,n,transformation,
1875,,adv,radically,adj,different,
1876,,v,raise,n,awareness,
1877,,v,raise,n,(a) question,
1878,,v,raise,n,(an) issue,
1879,,adj,random,n,error,
1880,,adj,random,n,sample,
1881,,adj,random,n,variable,
1882,(be),adv,randomly,vpp,assigned,(to)
1883,(be),adv,randomly,vpp,chosen,
1884,(be),adv,randomly,vpp,selected,
1885,,adj,rapid,n,expansion,
1886,,adv,rapidly,adj,changing,
1887,,adv,rapidly,adj,growing,
1888,,adj,raw,n,data,
1889,,v,reach,n,(a) consensus,
1890,,v,reach,n,(a) peak,
1891,,v,reach,n,(an) agreement,
1892,,adv,readily,adj,accessible,
1893,,adv,readily,adj,available,
1894,(be),adv,readily,vpp,understood,
1895,,adj,ready,n,access,
1896,,adj,real,n,issue,
1897,,v,receive,n,feedback,(from)
1898,,v,receive,n,information,(from)
1899,,v,receive,n,treatment,
1900,(in),adj,recent,n,decades,
1901,,adj,recent,n,evidence,
1902,,adj,recent,n,research,
1903,,adj,recent,n,study,
1904,,adj,recent,n,survey,
1905,,adj,reciprocal,n,relationship,
1906,,v,record,n,data,
1907,(a),adj,recurrent,n,theme,
1908,,v,reduce,n,emissions,(of)
1909,,v,reduce,n,stress,
1910,,v,reduce,n,(the) likelihood,
1911,,adj,reflective,n,practice,
1912,,adj,reflective,n,question,
1913,,adj,regional,n,development,
1914,,adj,regional,n,difference,
1915,,adj,regional,n,variation,
1916,,adj,regulatory,n,agency,
1917,,adj,regulatory,n,framework,
1918,,adj,related,n,activity,
1919,,adj,related,n,area,
1920,,adj,related,n,aspect,
1921,,adj,related,n,factor,
1922,,adj,related,n,information,
1923,,adj,related,n,issue,
1924,,adj,related,n,problem,
1925,,adj,related,n,question,
1926,,adj,related,n,topic,
1927,,adj,relative,n,autonomy,
1928,,adj,relative,n,merits,
1929,,adj,relative,n,status,
1930,(be),adv,relatively,adj,common,
1931,,adv,relatively,adj,constant,
1932,,adv,relatively,adj,few,
1933,(be),adv,relatively,adj,high,
1934,,adv,relatively,adj,little,
1935,,adv,relatively,adj,low,
1936,(be),adv,relatively,adj,minor,
1937,(be),adv,relatively,adj,rare,
1938,(be),adv,relatively,adj,recent,
1939,(be),adv,relatively,adj,simple,
1940,(be),adv,relatively,adj,stable,
1941,(be),adv,relatively,adj,straightforward,
1942,,adj,relevant,n,data,
1943,,adj,relevant,n,factors,
1944,,adj,relevant,n,information,
1945,,adj,relevant,n,issue,
1946,,adj,relevant,n,literature,
1947,,adj,relevant,n,material,
1948,,adj,reliable,n,data,
1949,,adj,reliable,n,information,
1950,,adj,religious,n,belief,
1951,,adj,religious,n,faith,
1952,,adj,religious,n,freedom,
1953,,adj,religious,n,group,
1954,,adj,religious,n,identity,
1955,,adj,religious,n,movement,
1956,,adj,religious,n,practice,
1957,,v,rely,adv,heavily,(on)
1958,,v,remain,adj,constant,
1959,,v,remain,adj,stable,
1960,,v,remain,adj,unchanged,
1961,,v,remain,adj,unclear,
1962,(be),adv,remarkably,adj,similar,
1963,,adj,renewable,n,energy,
1964,,adj,renewed,n,interest,
1965,,v,report,n,data,
1966,,v,report,n,findings,
1967,,adj,representative,n,government,
1968,,v,require,n,consideration,
1969,,v,require,n,knowledge,
1970,,v,require,n,resources,
1971,,n,research,n,effort,
1972,,n,research,n,evidence,
1973,,n,research,n,findings,
1974,,n,research,n,methodology,
1975,(for),n,research,n,purposes,
1976,,n,research,n,topic,
1977,,v,resolve,n,(a) conflict,
1978,,v,resolve,n,(a) dispute,
1979,,v,respond,adv,appropriately,
1980,,v,review,n,(a) study,
1981,,adj,revised,n,edition,
1982,,adj,revised,n,version,
1983,,adj,rich,n,source,
1984,,adj,rising,n,cost,
1985,,n,risk,n,assessment,
1986,,adv,roughly,adj,equal,
1987,,adj,roughly,n,equivalent,
1988,,adj,ruling,n,class,
1989,,adj,ruling,n,party,
1990,,adj,rural,n,area,
1991,,adj,rural,n,community,
1992,,adj,rural,n,economy,
1993,,adj,rural,n,population,
1994,,adj,rural,n,society,
1995,,adj,safe,n,sex,
1996,,adj,salient,n,characteristic,
1997,,adj,salient,n,feature,
1998,,adj,scarce,n,resources,
1999,,adj,schematic,n,representation,
2000,,adj,scholarly,n,journal,
2001,,adj,scholarly,n,literature,
2002,,adj,scholarly,n,research,
2003,,adj,scholarly,n,work,
2004,,adj,scientific,n,community,
2005,,adj,scientific,n,discourse,
2006,,adj,scientific,n,evidence,
2007,,adj,scientific,n,investigation,
2008,,adj,scientific,n,method,
2009,,adj,scientific,n,objectivity,
2010,,adj,scientific,n,research,
2011,,adj,scientific,n,theory,
2012,,adj,secondary,n,data,
2013,,adj,secondary,n,education,
2014,,adj,secondary,n,source,
2015,,n,security,n,policy,
2016,,v,seek,n,help,
2017,,v,seek,n,information,
2018,,v,seem,adj,appropriate,
2019,,v,seem,adj,obvious,
2020,,v,seem,adj,plausible,
2021,,v,seem,adj,unlikely,
2022,,adj,seminal,n,study,
2023,,adj,seminal,n,work,
2024,,adj,senior,n,management,
2025,,adj,separate,n,entity,
2026,,adj,serious,n,challenge,
2027,,adj,serious,n,consequences,
2028,,adj,serious,n,offence,
2029,,v,serve,n,(a) function,
2030,,n,service,n,sector,
2031,,v,set,n,(a) goal,
2032,,v,set,n,(a) target,
2033,,v,set,n,(an) objective,
2034,,v,set,n,(the) agenda,
2035,,v,set,n,(the) parameters,
2036,,adv,severely,v,affect,
2037,,adj,sexual,n,abuse,
2038,,adj,sexual,n,act,
2039,,adj,sexual,n,behaviour,
2040,,adj,sexual,n,contact,
2041,,adj,sexual,n,difference,
2042,,adj,sexual,n,exploitation,
2043,,adj,sexual,n,identity,
2044,,adj,sexual,n,intercourse,
2045,,adj,sexual,n,orientation,
2046,,adj,sexual,n,violence,
2047,,v,share,n,information,
2048,,adj,shared,n,experience,
2049,,adj,shared,n,meaning,
2050,,adj,shared,n,values,
2051,,adj,sharp,n,contrast,
2052,,adj,sharp,n,distinction,
2053,,v,shift ,n,emphasis,
2054,,adj,short,n,duration,
2055,,adj,short,n,period,
2056,,v,show,n,evidence,
2057,,v,show,n,variation,
2058,,v,show,n,(a) tendency,
2059,,v,show,n,(a) trend,
2060,,v,sign,n,(a) treaty,
2061,(a),adj,significant,n,amount,(of)
2062,,adj,significant,n,change,
2063,,adj,significant,n,contribution,
2064,,adj,significant,n,correlation,
#2065,,adj,significant,n,correlation,		DUPLICATE!!!!
2066,(a),adj,significant,n,degree,(of)
2067,,adj,significant,n,development,
2068,,adj,significant,n,difference,(between)
2069,,adj,significant,n,effect,
2070,,adj,significant,n,factor,
2071,,adj,significant,n,feature,
2072,,adj,significant,n,figures,
2073,,adj,significant,n,growth,
2074,,adj,significant,n,impact,
2075,(a),adj,significant,n,improvement,(in)
2076,(a),adj,significant,n,increase,(in)
2077,,adj,significant,n,influence,
2078,,adj,significant,n,interaction,
2079,(a),adj,significant,n,number,(of)
2080,(a),adj,significant,n,part,(of)
2081,(a),adj,significant,n,portion,(of)
2082,(a),adj,significant,n,proportion,(of)
2083,,adj,significant,n,reduction,(in/of)
2084,,adj,significant,n,relationship,
2085,(a),adj,significant,n,role,(in)
2086,,adj,significant,n,shift,(in)
2087,,adj,significant,n,variation,
2088,,adv,significantly,v,affect,
2089,(be),adv,significantly,vpp,correlated,(with)
2090,,adv,significantly,adj,higher,
2091,,adv,significantly,v,increase,
2092,(be),adv,significantly,vpp,reduced,
2093,,adj,similar,n,approach,
2094,,adj,similar,n,argument,
2095,(have),adj,similar,n,characteristics,(to)
2096,(a),adj,similar,n,effect,(on)
2097,,adj,similar,n,issue,
2098,,adj,similar,n,pattern,
2099,,adj,similar,n,properties,
2100,,adj,similar,n,result,
2101,,adj,similar,n,situation,
2102,,adj,simple,n,majority,
2103,(a),adj,simplified,n,version,
2104,,adj,single,n,currency,
2105,,adj,single,n,element,
2106,,adj,single,n,entity,
2107,,adj,single,n,individual,
2108,,adj,single,n,issue,
2109,,adj,single,n,source,
2110,,adj,single,n,variable,
2111,,adj,skilled,n,worker,
2112,,adv,slightly,adj,different,
2113,,adv,slightly,adj,higher,
2114,,adj,slow,n,process,
2115,(a),adj,small,n,fraction,(of)
2116,(a),adj,small,n,minority,(of)
2117,(a),adj,small,n,percentage,(of)
2118,(a),adj,small,n,portion,(of)
2119,(a),adj,small,n,proportion,(of)
2120,,adj,small,n,quantities,(of)
2121,,adj,social,n,activity,
2122,,adj,social,n,aspect,
2123,,adj,social,n,attitudes,
2124,,adj,social,n,background,
2125,,adj,social,n,behaviour,
2126,,adj,social,n,circumstances,
2127,,adj,social,n,conflict,
2128,,adj,social,n,consequences,
2129,,adj,social,n,construct,
2130,,adj,social,n,contact,
2131,,adj,social,n,context,
2132,,adj,social,n,democracy,
2133,,adj,social,n,dimension,
2134,,adj,social,n,environment,
2135,,adj,social,n,equality,
2136,,adj,social,n,exclusion,
2137,,adj,social,n,expectations,
2138,,adj,social,n,factors,
2139,,adj,social,n,function,
2140,,adj,social,n,identity,
2141,,adj,social,n,implications,
2142,,adj,social,n,inequality,
2143,,adj,social,n,institution,
2144,,adj,social,n,integration,
2145,,adj,social,n,interaction,
2146,,adj,social,n,isolation,
2147,,adj,social,n,mobility,
2148,,adj,social,n,movement,
2149,,adj,social,n,norm,
2150,,adj,social,n,organization,
2151,,adj,social,n,phenomenon,
2152,,adj,social,n,policy,
2153,,adj,social,n,reform,
2154,,adj,social,n,relationship,
2155,,adj,social,n,responsibility,
2156,,adj,social,n,setting,
2157,,adj,social,n,significance,
2158,,adj,social,n,status,
2159,,adj,social,n,structure,
2160,,adj,social,n,theory,
2161,,adj,social,n,transformation,
2162,,adj,social,n,trend,
2163,,adj,social,n,welfare,
2164,,adv,socially,adj,acceptable,
2165,(be),adv,socially,vpp,constructed,
2166,,adv,socially,adj,desirable,
2167,,adv,socially,adj,responsible,
2168,,adj,socioeconomic,n,status,
2169,,adj,solar,n,energy,
2170,,adj,solar,n,panel,
2171,,adj,solar,n,power,
2172,,adj,solar,n,system,
2173,,n,source,n,material,
2174,,adj,sovereign,n,state,
2175,(be),adv,sparsely,vpp,populated,
2176,,adj,special,n,circumstances,
2177,,adj,special,n,emphasis,
2178,,adj,special,n,issue,
2179,,adj,special,n,relationship,
2180,,adj,special,n,status,
2181,,adj,specific,n,area,
2182,,adj,specific,n,aspect,
2183,,adj,specific,n,case,
2184,,adj,specific,n,characteristic,
2185,,adj,specific,n,context,
2186,,adj,specific,n,example,
2187,,adj,specific,n,factor,
2188,,adj,specific,n,feature,
2189,,adj,specific,n,focus,
2190,,adj,specific,n,form,
2191,,adj,specific,n,function,
2192,,adj,specific,n,information,
2193,,adj,specific,n,issue,
2194,,adj,specific,n,knowledge,
2195,,adj,specific,n,meaning,
2196,(the),adj,specific,n,needs,(of)
2197,,adj,specific,n,problem,
2198,,adj,specific,n,purpose,
2199,,adj,specific,n,question,
2200,,adj,specific,n,reference,
2201,,adj,specific,n,sense,
2202,,adj,specific,n,type,
2203,(be) ,adv,specifically,vpp,designed,(to/for)
2204,,adj,standard,n,approach,
2205,,adj,standard,n,error,
2206,,adj,standard,n,format,
2207,,adj,standard,n,method,
2208,(in),adj,stark,n,contrast,(to)
2209,,v,start,n,(a) process,
2210,,v,state,adv,explicitly,
2211,,n ,state,n,sector,
2212,,adj,statistical,n,analysis,
2213,,adj,statistical,n,data,
2214,,adj,statistical,n,information,
2215,,adj,statistical,n,method,
2216,,adj,statistical,n,significance,
2217,,adj,statistical,n,technique,
2218,,adj,statistical,n,test,
2219,,adv,statistically,adj,significant,
2220,,v,store,n,data,
2221,,v,store,n,information,
2222,,adj,strategic,n,decision,
2223,,adj,strategic,n,importance,
2224,,adj,strategic,n,management,
2225,,adj,strategic,n,objective,
2226,,adj,strategic,n,planning,
2227,,n,stress,n,level,
2228,,adj,striking,n,contrast,
2229,,adj,striking,n,example,
2230,,adj,striking,n,feature,
2231,,adj,strong,n,bond,
2232,,adj,strong,n,correlation,
2233,,adj,strong,n,emphasis,
2234,,adj,strong,n,evidence,
2235,,adj,strong,n,link,
2236,,adj,strong,n,reaction,
2237,,adj,strong,n,relationship,
2238,,adj,strong,n,tendency,
2239,,adv,strongly,v,agree,
2240,(be),adv,strongly,vpp,associated,(with)
2241,(be),adv,strongly,vpp,correlated,(with)
2242,,adv,strongly,v,disagree,
2243,(be),adv,strongly,vpp,influenced,(by)
2244,(be),adv,strongly,vpp,linked,
2245,(be),adv,strongly,vpp,opposed,
2246,(be),adv,strongly,vpp,related,(to)
2247,,adv,strongly,v,suggest,
2248,,adj,structural,n,adjustment,
2249,,adj,structural,n,change,
2250,,adj,structural,n,element,
2251,,adj,structural,n,feature,
2252,,adj,structural,n,properties,
2253,,adj,subject,n,area,
2254,,adj,subsequent,n,analysis,
2255,,adj,subsequent,n,chapter,
2256,,adj,subsequent,n,development,
2257,,adj,subsequent,n,study,
2258,,adj,subsequent,n,work,
2259,(a),adj,substantial,n,amount,(of)
2260,,adj,substantial,n,difference,
2261,,adj,substantial,n,evidence,
2262,,adj,substantial,n,number,
2263,,adj,substantial,n,part,
2264,,adv,substantially,adj,different,
2265,,adj,successful,n,implementation,
2266,,adj,sufficient,n,condition,
2267,,adj,sufficient,n,detail,
2268,,adj,sufficient,n,evidence,
2269,,adj,sufficient,n,information,
2270,,adj,sufficient,n,resources,
2271,,adj,superior,n,performance,
2272,,v,support,n,(an) argument,
2273,,adj,supporting,n,evidence,
2274,,n,survey,n,data,
2275,(a),adj,symbiotic,n,relationship,
2276,,adj,systematic,n,analysis,
2277,,adj,systematic,n,approach,
2278,,adj,systematic,n,study,
2279,,adj,tacit,n,knowledge,
2280,,v,take,n,initiative,
2281,,v,take,n,precedence,(over)
2282,,v,take,n,responsibility,
2283,,v,take,n,(a) role,(in)
2284,,v,take,n,(an) approach,
2285,,v,take into,n,consideration,
2286,,v,take on,n,(the) role,(of/as)
2287,,v,take up,n,(the) role,(of/as)
2288,,n,target,n,audience,
2289,,n,teaching,n,strategy,
2290,,adj,technical,n,aspect,
2291,,adj,technical,n,assistance,
2292,,adj,technical,n,detail,
2293,,adj,technical,n,expertise,
2294,,adj,technical,n,issue,
2295,,adj,technical,n,knowledge,
2296,,adj,technical,n,problem,
2297,,adj,technical,n,skill,
2298,,adj,technical,n,support,
2299,,adj,technical,n,term,
2300,,adj,technological,n,advances,
2301,,adj,technological,n,change,
2302,,adj,technological,n,development,
2303,,adj,technological,n,innovation,
2304,,adj,technological,n,progress,
2305,,n,test,n,score,
2306,,v,test,n,(a) theory,
2307,,adj,textual,n,analysis,
2308,,adj,thematic,n,analysis,
2309,,adj,theoretical,n,analysis,
2310,,adj,theoretical,n,approach,
2311,,adj,theoretical,n,basis,
2312,,adj,theoretical,n,concept,
2313,,adj,theoretical,n,debate,
2314,,adj,theoretical,n,framework,
2315,,adj,theoretical,n,issue,
2316,,adj,theoretical,n,model,
2317,,adj,theoretical,n,perspective,
2318,,adj,theoretical,n,study,
2319,,adj,theoretical,n,understanding,
2320,,adj,theoretical,n,work,
2321,,v,think,adv,differently,
2322,,n,thinking,n,process,
2323,,adj,third,n,party,
2324,,n,thought,n,process,
2325,(be),adv,tightly,vpp,controlled,
2326,,adj,top,n,management,
2327,,adj,total,n,income,
2328,,adv,totally,adj,different,
2329,,adj,traditional,n,approach,
2330,,adj,traditional,n,culture,
2331,,adj,traditional,n,form,
2332,,adj,traditional,n,method,
2333,,adj,traditional,n,practice,
2334,,adj,traditional,n,research,
2335,,adj,traditional,n,society,
2336,,adj,traditional,n,value,
2337,,adj,traditional,n,view,
2338,,adj,transferable,n,skill,
2339,,v,transmit,n,data,
2340,,v,transmit,n,information,
2341,,n,transport,n,system,
2342,,v,treat,adv,differently,
2343,,v,treat,adv,equally,
2344,,adj,typical,n,example,
2345,,adj,ultimate,n,goal,
2346,,adj,undergo,n,transformation,
2347,,adj,underlying,n,assumption,
2348,,adj,underlying,n,cause,
2349,,adj,underlying,n,principle,
2350,,adj,underlying,n,process,
2351,,adj,underlying,n,reason,
2352,,adj,underlying,n,structure,
2353,,v,undertake,n,research,
2354,,v,undertake,n,work,
2355,,v,undertake,n,(an) activity,
2356,,adj,unequal,n,power,
2357,,adj,unfair,n,treatment,
2358,,adj,unintended,n,consequences,
2359,,adj,unique,n,individual,
2360,,adj,unique,n,opportunity,
2361,,adj,unique,n,position,
2362,(be),adv,universally,vpp,accepted,
2363,,adj,unlimited,n,access,
2364,,adj,unskilled,n,worker,
2365,,adj,urban,n,area,
2366,,adj,urban,n,centre,
2367,,adj,urban,n,design,
2368,,adj,urban,n,development,
2369,,adj,urban,n,environment,
2370,,v,use,n,criteria,
2371,,v,use,adv,effectively,
2372,,v,use,n,resources,
2373,,v,use,adv,sparingly,
2374,,v,use,n,statistics,
2375,,v,use,n,(a) format,
2376,,v,use,n,(a) method,
2377,,v,use,n,(a) methodology,
2378,,v,use,n,(a) procedure,
2379,,v,use,n,(a) source,
2380,,v,use,n,(a) strategy,
2381,,v,use,n,(a) technique,
2382,,v,use,n,(a) theory,
2383,,v,use,n,(an) approach,
2384,,v,use,n,(the) analysis,
2385,,v,use,n,(the) definition,
2386,,v,use,n,(the) concept,
2387,,v,use,n,(the) data,(from)
2388,,adj,useful,n,information,
2389,,adj,useful,n,material,
2390,,adj,useful,n,means,
2391,,adj,useful,n,source,
2392,,adj,useful,n,summary,
2393,(a),adj,useful,n,tool,
2394,,adj,valid,n,argument,
2395,(provide),adj,valuable,n,information,
2396,,adj,valuable,n,resources,
2397,,adj,various,n,aspects,
2398,,v,vary,adv,considerably,
2399,,v,vary,adv,greatly,
2400,,v,vary,adv,significantly,
2401,,v,vary,adv,widely,
2402,(to a),adj,varying,n,degree,
2403,(a),adj,vast,n,amount,(of)
2404,,adj,vast,n,area,
2405,(a),adj,vast,n,array,(of)
2406,(the),adj,vast,n,majority,(of)
2407,,adj,vast,n,number,
2408,,adj,vast,n,quantities,(of)
2409,(a),adj,vast,n,range,(of)
2410,,adj,verbal,n,communication,
2411,,adj,verbal,n,language,
2412,(a),adj,vested,n,interest,(in)
2413,,adj,virtual,n,community,
2414,(be),adv,virtually,adj,impossible,
2415,,adj,visual,n,image,
2416,,adj,visual,n,media,
2417,,adj,visual,n,perception,
2418,,adj,visual,n,representation,
2419,(be of),adj,vital,n,importance,
2420,(a),adj,vital,n,part,(of)
2421,(to play a),adj,vital,n,role,(in)
2422,,adj,vulnerable,n,group,
2423,,n,welfare,n,reform,
2424,(be),adv,well,adj,aware,(of)
2425,(be),adv,well,vpp,designed,
2426,(be),adv,well,vpp,documented,
2427,(be),adv,well,vpp,educated,
2428,(be),adv,well,vpp,established,
2429,(be),adv,well,vpp,received,
2430,,adj,western,n,democracy,
2431,,adj,western,n,society,
2432,,adj,western,n,tradition,
2433,,adj,whole,n,area,
2434,,adj,whole,n,period,
2435,(a),adj,whole,n,range,(of)
2436,,adj,wide,n,area,
2437,(a),adj,wide,n,array,(of)
2438,(a),adj,wide,n,range,(of)
2439,,adj,wide,n,variation,
2440,(be),adv,widely,vpp,accepted,
2441,(be),adv,widely,vpp,adopted,
2442,(be),adv,widely,adj,available,
2443,(be),adv,widely,vpp,believed,
2444,(be),adv,widely,adj,different,
2445,(be),adv,widely,vpp,discussed,
2446,(be),adv,widely,vpp,dispersed,
2447,(be),adv,widely,vpp,distributed,
2448,(be),adv,widely,vpp,known,
2449,(be),adv,widely,vpp,read,
2450,(be),adv,widely,vpp,recognized,
2451,(be),adv,widely,vpp,regarded,(as)
2452,(be),adv,widely,vpp,shared,
2453,(be),adv,widely,vpp,used,
2454,,adj,wider,n,audience,
2455,,adj,wider,n,community,
2456,,adj,wider,n,context,
2457,(have),adj,wider,n,implications,
2458,,adj,wider,n,issue,
2459,,adj,wider,n,public,
2460,,adj,wider,n,society,
2461,,adj,widespread,n,acceptance,
2462,,adj,widespread,n,belief,
2463,,adj,widespread,n,support,
2464,,adj,widespread,n,use,
2465,,v,work,adv,effectively,
2466,,adj,written,n,comment,
2467,,adj,written,n,communication,
2468,(a),adj,written,n,statement,
2469,(the),adj,younger,n,generation,